"Price","Brand","Body","Mileage","EngineV","Engine.Type","Registration","Year"
14999,"Mitsubishi","crossover",115,3,"Petrol","yes",2008
10600,"Volkswagen","van",140,2,"Diesel","yes",2011
34000,"Audi","crossover",119,2,"Diesel","yes",2013
33500,"BMW","sedan",65,2,"Petrol","yes",2013
22800,"Audi","sedan",122,2,"Petrol","yes",2011
40990,"BMW","crossover",0,2,"Diesel","yes",2016
18500,"Audi","crossover",185,3.6,"Petrol","yes",2008
17900,"Volkswagen","sedan",192,2.5,"Diesel","yes",2007
6950,"Mercedes-Benz","other",190,2.2,"Diesel","yes",1999
40990,"Mercedes-Benz","crossover",1,3,"Diesel","yes",2016
11999,"Renault","van",107,2,"Diesel","yes",2013
8000,"Renault","van",189,1.9,"Diesel","yes",2005
4600,"BMW","sedan",280,3,"Other","no",1999
7400,"Renault","vagon",242,1.5,"Diesel","yes",2007
27500,"Audi","crossover",147,3,"Diesel","yes",2008
27500,"Toyota","crossover",85,4,"Petrol","yes",2007
9800,"Volkswagen","van",196,1.6,"Diesel","yes",2011
21000,"Volkswagen","crossover",173,3,"Diesel","yes",2008
9000,"Audi","vagon",199,2.7,"Petrol","yes",2003
40990,"Audi","crossover",100,4.7,"Diesel","yes",2009
38900,"Mercedes-Benz","crossover",65,4.5,"Petrol","yes",2010
4000,"Renault","sedan",180,1.4,"Gas","yes",2006
13300,"Toyota","sedan",152,2,"Petrol","yes",2009
34500,"Volkswagen","crossover",108,3,"Diesel","yes",2012
24999,"BMW","vagon",24,2,"Petrol","yes",2012
9750,"Volkswagen","hatch",130,1.4,"Petrol","yes",2005
5900,"BMW","sedan",390,1.8,"Gas","yes",1996
6500,"Volkswagen","van",290,1.9,"Diesel","yes",2004
11000,"Volkswagen","vagon",127,1.6,"Diesel","yes",2012
18800,"Mercedes-Benz","sedan",320,4.7,"Petrol","yes",1998
13700,"Volkswagen","van",222,2,"Diesel","yes",2011
8500,"Volkswagen","van",184,2,"Diesel","yes",2007
19100,"Volkswagen","sedan",4,1.6,"Other","yes",2016
10200,"Renault","hatch",70,1.5,"Diesel","yes",2013
40990,"Mercedes-Benz","other",0,3,"Petrol","yes",2016
7800,"BMW","sedan",310,2,"Gas","yes",2000
9150,"Mercedes-Benz","sedan",273,2.7,"Diesel","yes",2000
7900,"Renault","van",268,1.5,"Diesel","yes",2008
40990,"Toyota","crossover",40,4.5,"Diesel","yes",2014
40990,"Mercedes-Benz","crossover",52,3,"Diesel","yes",2013
40990,"Volkswagen","sedan",90,3,"Diesel","yes",2011
8300,"Renault","van",141,2,"Diesel","yes",2011
5100,"Renault","vagon",156,1.5,"Diesel","yes",2006
15300,"Toyota","other",116,2.4,"Petrol","yes",2009
7300,"Volkswagen","van",142,2,"Diesel","yes",2006
14700,"Toyota","hatch",98,1.6,"Gas","yes",2013
7900,"Mercedes-Benz","other",197,2.2,"Diesel","yes",2003
2900,"Volkswagen","vagon",243,1.9,"Diesel","no",1999
3200,"BMW","sedan",237,2.5,"Petrol","yes",1990
4400,"Mercedes-Benz","sedan",160,2.7,"Diesel","no",2000
20800,"Toyota","crossover",107,4,"Petrol","yes",2006
27800,"Toyota","crossover",98,2.2,"Diesel","yes",2013
16500,"Audi","vagon",171,2,"Diesel","yes",2008
10500,"Renault","van",67,1.6,"Petrol","yes",2012
16999,"Mitsubishi","crossover",107,3,"Gas","yes",2008
35000,"Audi","sedan",92,2.8,"Petrol","yes",2013
21500,"Mercedes-Benz","crossover",142,3.5,"Petrol","yes",2008
15800,"Mercedes-Benz","other",264,2.2,"Other","yes",2009
40990,"BMW","sedan",30,4.4,"Petrol","yes",2014
8900,"Toyota","other",180,2,"Petrol","yes",2003
6300,"Renault","vagon",189,1.5,"Diesel","yes",2008
20500,"Mitsubishi","crossover",109,3.2,"Diesel","yes",2009
11300,"Volkswagen","van",165,1.9,"Diesel","yes",2010
2300,"Mercedes-Benz","sedan",261,2.3,"Gas","yes",1991
42500,"Volkswagen","crossover",63,3,"Diesel","yes",2014
28000,"Toyota","crossover",95,3.5,"Gas","yes",2011
17500,"Mitsubishi","crossover",38,1.8,"Petrol","yes",2012
7800,"Volkswagen","van",282,2.5,"Diesel","yes",2000
40990,"Mercedes-Benz","crossover",1,2.2,"Diesel","yes",2016
10200,"Renault","other",39,1.5,"Diesel","yes",2014
22500,"BMW","sedan",179,3,"Diesel","yes",2007
40990,"Mercedes-Benz","sedan",60,3,"Diesel","yes",2012
14250,"Toyota","van",127,3.5,"Other","yes",2007
26200,"Toyota","crossover",156,4,"Gas","yes",2007
9800,"Volkswagen","van",299,2.5,"Diesel","yes",2002
40990,"Mercedes-Benz","van",0,2.2,"Diesel","yes",2016
8700,"Volkswagen","other",357,2.5,"Diesel","yes",2003
30500,"BMW","crossover",147,3,"Diesel","yes",2008
11700,"Renault","vagon",177,1.5,"Diesel","yes",2012
6400,"Mercedes-Benz","hatch",177,2,"Diesel","no",2008
36400,"BMW","crossover",80,3,"Petrol","yes",2011
40990,"Audi","crossover",0,3,"Diesel","yes",2015
6000,"Volkswagen","hatch",195,1.2,"Gas","yes",2004
4900,"Mercedes-Benz","van",248,2.2,"Diesel","yes",2003
6999,"Mercedes-Benz","sedan",288,3.2,"Gas","yes",2001
9900,"Volkswagen","other",171,1.6,"Diesel","yes",2011
3500,"Volkswagen","sedan",189,1.8,"Petrol","yes",1993
1750,"BMW","vagon",200,2,"Petrol","no",2000
4600,"Renault","sedan",230,1.5,"Diesel","yes",2007
9800,"Volkswagen","van",220,1.9,"Diesel","yes",2008
5950,"Renault","van",135,1.5,"Diesel","yes",2012
7400,"Renault","van",120,1.5,"Diesel","yes",2012
12800,"Audi","sedan",217,1.8,"Petrol","yes",2007
9000,"Volkswagen","sedan",59,1.6,"Gas","yes",2013
1550,"Volkswagen","hatch",130,1.3,"Petrol","yes",1991
18600,"Mitsubishi","crossover",52,2,"Petrol","yes",2013
3900,"BMW","sedan",340,2.5,"Diesel","no",2000
40990,"Audi","crossover",0,3,"Diesel","yes",2016
5400,"Volkswagen","other",314,2.4,"Diesel","yes",1993
16000,"Audi","sedan",250,2,"Diesel","yes",2008
3500,"Volkswagen","other",304,1.9,"Diesel","no",2006
6500,"Mercedes-Benz","sedan",270,2.8,"Gas","yes",1999
7000,"Mercedes-Benz","sedan",300,4.3,"Gas","yes",2000
10499,"Renault","vagon",121,1.5,"Diesel","yes",2013
13900,"Renault","crossover",111,2.5,"Gas","yes",2010
6400,"BMW","other",220,2.5,"Petrol","yes",1997
10800,"BMW","sedan",246,3,"Diesel","yes",2003
12700,"BMW","hatch",130,2,"Petrol","yes",2007
38500,"BMW","sedan",140,2,"Diesel","yes",2012
5999,"Mitsubishi","sedan",150,1.6,"Petrol","yes",2005
9500,"Renault","hatch",77,1.6,"Petrol","yes",2011
12000,"Volkswagen","van",196,2,"Diesel","yes",2011
38700,"Mercedes-Benz","sedan",117,4.7,"Petrol","yes",2010
40000,"Mercedes-Benz","other",119,4.7,"Petrol","yes",2008
6900,"Mercedes-Benz","other",311,2.2,"Diesel","yes",1999
24300,"Audi","sedan",43,1.8,"Petrol","yes",2012
17700,"Mitsubishi","crossover",165,3,"Gas","yes",2007
18999,"Toyota","crossover",153,2.7,"Gas","yes",2006
8300,"BMW","sedan",200,4.4,"Petrol","yes",2001
25000,"Toyota","crossover",80,4,"Gas","yes",2008
12499,"Mitsubishi","crossover",142,2.4,"Gas","yes",2008
2899,"BMW","sedan",340,2.4,"Diesel","yes",1991
19900,"BMW","other",95,4.5,"Petrol","yes",2005
40990,"Audi","crossover",44,3,"Diesel","yes",2014
40990,"Audi","crossover",0,2.98,"Diesel","yes",2016
9500,"BMW","sedan",400,3.5,"Gas","yes",1999
10200,"Mitsubishi","crossover",99,2,"Gas","yes",2008
5500,"Mercedes-Benz","van",260,2.2,"Diesel","no",2004
18500,"Volkswagen","sedan",74,1.8,"Petrol","yes",2011
11200,"Volkswagen","van",200,2.5,"Diesel","yes",2003
3099,"BMW","sedan",320,2,"Diesel","no",2000
27300,"Audi","other",65,2,"Petrol","yes",2011
1450,"Volkswagen","other",200,1.8,"Gas","yes",1991
9700,"Mitsubishi","sedan",120,2.4,"Gas","yes",2006
18900,"Mitsubishi","crossover",127,3,"Gas","yes",2008
33500,"Audi","crossover",67,2,"Petrol","yes",2011
5500,"Volkswagen","van",400,1.9,"Diesel","yes",1995
5300,"Volkswagen","sedan",270,1.8,"Gas","yes",1997
25500,"Toyota","crossover",200,4,"Petrol","yes",2007
23660,"Toyota","crossover",125,3.5,"Gas","yes",2013
3100,"Volkswagen","hatch",311,1.6,"Gas","yes",1991
5900,"Mitsubishi","sedan",170,1.6,"Petrol","yes",2007
15900,"Volkswagen","sedan",150,2,"Diesel","yes",2012
40990,"Mercedes-Benz","crossover",0,2.98,"Diesel","yes",2016
18500,"Mercedes-Benz","van",170,2.2,"Diesel","yes",2010
40990,"BMW","crossover",0,3,"Diesel","yes",2016
27800,"BMW","sedan",170,2,"Diesel","yes",2011
9000,"Volkswagen","van",275,2.5,"Diesel","yes",2002
12200,"Toyota","sedan",185,3.5,"Petrol","yes",2008
5800,"Toyota","sedan",200,2.2,"Petrol","yes",1999
14499,"Volkswagen","van",164,2,"Diesel","yes",2013
37000,"Audi","other",170,3,"Diesel","yes",2010
4500,"Volkswagen","hatch",199,1.8,"Petrol","yes",1996
6557.85,"Audi","sedan",327,4.2,"Gas","yes",2000
6800,"Renault","sedan",219,1.6,"Gas","yes",2007
37900,"BMW","crossover",97,3,"Diesel","yes",2010
14200,"Audi","sedan",176,3,"Diesel","yes",2005
9350,"Mitsubishi","sedan",94,1.5,"Gas","yes",2010
2200,"Volkswagen","vagon",150,1.6,"Petrol","yes",1991
3100,"Toyota","hatch",283,1.3,"Petrol","yes",1994
8400,"Mitsubishi","crossover",100,3.2,"Diesel","yes",2011
30650,"Audi","vagon",35,2,"Petrol","yes",2013
8800,"Audi","sedan",298,2.4,"Gas","yes",1999
7699,"Mitsubishi","crossover",254,3,"Petrol","yes",2002
6400,"Renault","van",136,1.5,"Diesel","yes",2012
16200,"Volkswagen","hatch",44,1.4,"Petrol","yes",2012
4100,"Volkswagen","sedan",88,1.8,"Gas","yes",1993
6800,"Mercedes-Benz","sedan",235,2.2,"Diesel","yes",1999
10600,"Volkswagen","sedan",75,1.6,"Petrol","yes",2012
13000,"Toyota","crossover",149,2,"Petrol","yes",2006
6500,"Toyota","sedan",248,2,"Petrol","yes",2001
25500,"Audi","vagon",181,3,"Petrol","yes",2009
28000,"Volkswagen","crossover",132,2,"Diesel","yes",2011
3500,"Audi","sedan",200,2.5,"Diesel","no",2001
14899,"Volkswagen","van",165,2,"Diesel","yes",2013
3500,"BMW","sedan",300,3,"Diesel","no",1999
3500,"BMW","sedan",272,2,"Diesel","yes",2000
40990,"Volkswagen","crossover",0,3,"Diesel","yes",2016
9658.94,"Renault","sedan",1,1.2,"Petrol","yes",2016
13000,"Volkswagen","van",178,2.5,"Diesel","yes",2007
8000,"Toyota","hatch",115,1.6,"Petrol","yes",2007
40990,"BMW","crossover",1,2,"Diesel","yes",2016
9700,"Renault","vagon",114,1.5,"Diesel","yes",2012
7300,"Mercedes-Benz","hatch",176,1.4,"Petrol","yes",2004
9000,"Renault","vagon",190,1.5,"Diesel","yes",2009
17900,"Volkswagen","sedan",96,2.5,"Petrol","yes",2013
10700,"Volkswagen","sedan",147,2,"Petrol","yes",2007
11600,"Mercedes-Benz","sedan",186,3.2,"Petrol","yes",2003
15000,"Volkswagen","van",275,2.5,"Diesel","yes",2008
8350,"Volkswagen","hatch",200,1.4,"Petrol","yes",2005
7700,"Mercedes-Benz","sedan",199,4.7,"Petrol","yes",1996
40990,"BMW","other",5,2,"Petrol","yes",2014
40990,"Audi","sedan",55,4.7,"Petrol","yes",2012
17499,"Mitsubishi","crossover",149,3,"Gas","yes",2008
11300,"Renault","vagon",141,1.5,"Diesel","yes",2013
8500,"Toyota","sedan",168,1.6,"Petrol","yes",2008
14490,"Mercedes-Benz","vagon",212,2.2,"Diesel","yes",2008
11999,"Volkswagen","van",176,2,"Diesel","yes",2011
4300,"Volkswagen","hatch",217,1.6,"Gas","yes",1997
35500,"BMW","crossover",33,2,"Diesel","yes",2014
2800,"Toyota","other",421,1.3,"Gas","yes",1991
37976.25,"BMW","sedan",0,2,"Petrol","yes",2016
10500,"Renault","van",183,2.5,"Diesel","yes",2006
40990,"Toyota","crossover",1,4.5,"Diesel","yes",2016
7300,"Renault","van",125,1.5,"Diesel","yes",2012
12200,"Mitsubishi","crossover",140,2.4,"Petrol","yes",2007
13600,"Mercedes-Benz","van",199,2.2,"Diesel","yes",2009
5000,"Audi","sedan",280,2.3,"Gas","yes",1992
12800,"Renault","other",188,2,"Diesel","yes",2008
12499,"Volkswagen","other",184,2,"Diesel","yes",2012
2800,"Mitsubishi","sedan",150,2,"Gas","yes",1996
7300,"Renault","van",200,1.5,"Diesel","yes",2007
6800,"Mitsubishi","sedan",82,2,"Petrol","yes",2007
9500,"Mitsubishi","crossover",225,2.4,"Gas","yes",2004
15900,"Audi","hatch",160,1.4,"Petrol","yes",2011
8900,"Volkswagen","other",180,1.9,"Diesel","yes",2010
16030,"Toyota","sedan",90,2.5,"Gas","yes",2012
28000,"BMW","sedan",170,2,"Diesel","yes",2011
10700,"Audi","vagon",222,2.5,"Diesel","yes",2005
25000,"BMW","crossover",150,4.7,"Petrol","yes",2007
7000,"Mercedes-Benz","sedan",230,2,"Gas","yes",2000
8800,"Volkswagen","van",260,2.5,"Diesel","yes",2008
35000,"Volkswagen","crossover",20,2,"Diesel","yes",2014
8000,"Audi","vagon",200,2.7,"Diesel","yes",2006
15400,"Mercedes-Benz","sedan",260,2.2,"Diesel","yes",2008
7650,"Volkswagen","sedan",325,1.8,"Gas","yes",2003
10600,"Mitsubishi","crossover",52,2,"Petrol","yes",2008
8200,"Renault","vagon",192,1.5,"Diesel","yes",2010
8700,"Volkswagen","other",400,2.5,"Diesel","yes",1999
40990,"BMW","sedan",29,2,"Diesel","yes",2016
5699,"Volkswagen","van",258,2.5,"Diesel","yes",2001
13200,"Mercedes-Benz","van",217,3.7,"Gas","yes",2005
11500,"Volkswagen","van",70,2,"Diesel","yes",2013
3300,"BMW","sedan",233,4.7,"Petrol","no",1997
12700,"Volkswagen","van",213,2,"Diesel","yes",2012
12300,"Volkswagen","hatch",62,1.4,"Petrol","yes",2012
35500,"Mercedes-Benz","sedan",100,3.5,"Petrol","yes",2010
15500,"Audi","sedan",210,2,"Diesel","yes",2008
33000,"Mercedes-Benz","crossover",109,2.2,"Diesel","yes",2012
6500,"BMW","sedan",280,2,"Petrol","yes",1997
2350,"Volkswagen","sedan",11,1.9,"Other","no",2000
17900,"Volkswagen","crossover",130,3.6,"Gas","yes",2007
34500,"BMW","other",160,3,"Diesel","yes",2010
12300,"Renault","sedan",99,2.5,"Petrol","yes",2011
20500,"Mercedes-Benz","sedan",193,3.5,"Other","yes",2006
40990,"BMW","sedan",30,4.4,"Petrol","yes",2014
12800,"Toyota","sedan",145,2.4,"Petrol","yes",2008
12800,"Mercedes-Benz","other",360,2.2,"Diesel","yes",2008
6900,"Audi","sedan",327,3.7,"Petrol","yes",1997
17200,"Volkswagen","crossover",220,2.5,"Diesel","yes",2006
6800,"Renault","sedan",87,1.4,"Petrol","yes",2013
14300,"Audi","other",80,4.2,"Petrol","yes",2004
11600,"Volkswagen","sedan",169,1.4,"Gas","no",2013
11990,"Volkswagen","van",231,2.5,"Diesel","yes",2002
40990,"BMW","sedan",8,4.4,"Petrol","yes",2014
2800,"BMW","sedan",300,1.8,"Other","yes",1991
28500,"Mercedes-Benz","other",65,1.8,"Petrol","yes",2011
42700,"Audi","crossover",75,3,"Diesel","yes",2013
6950,"Volkswagen","other",217,1.9,"Diesel","yes",2006
7300,"Volkswagen","hatch",117,1.4,"Petrol","yes",2007
27565.2,"Mitsubishi","crossover",1,2.5,"Diesel","yes",2016
12900,"Volkswagen","vagon",145,1.6,"Diesel","yes",2011
5900,"Volkswagen","sedan",217,2.3,"Petrol","yes",1999
2600,"Mercedes-Benz","hatch",111,1.4,"Petrol","no",1999
2799,"Audi","vagon",390,1.9,"Diesel","no",1998
21000,"Mitsubishi","crossover",98,2.5,"Diesel","yes",2011
4999,"Audi","sedan",231,1.9,"Diesel","no",2002
6900,"Volkswagen","sedan",160,1.6,"Petrol","yes",2003
5800,"Mercedes-Benz","sedan",366,3.2,"Gas","yes",1991
15700,"Mitsubishi","other",68,1.8,"Petrol","yes",2011
40990,"Volkswagen","crossover",0,3,"Diesel","yes",2015
22900,"Mercedes-Benz","sedan",131,4.7,"Gas","yes",2008
32000,"Mercedes-Benz","crossover",96,3.5,"Petrol","yes",2010
35300,"Mercedes-Benz","sedan",3,1.6,"Petrol","yes",2014
6900,"Volkswagen","sedan",320,1.8,"Gas","yes",2002
7000,"BMW","sedan",286,2.8,"Petrol","yes",2001
35800,"Volkswagen","crossover",92,3,"Diesel","yes",2011
10700,"Volkswagen","hatch",60,1.4,"Petrol","yes",2010
23999,"BMW","crossover",194,3,"Petrol","yes",2007
2700,"Volkswagen","hatch",300,1.9,"Diesel","no",2000
18200,"Toyota","crossover",146,2.7,"Gas","yes",2006
2450,"Audi","vagon",325,2.5,"Diesel","no",2000
15800,"Audi","hatch",123,1.4,"Petrol","yes",2010
9400,"Volkswagen","vagon",176,1.9,"Diesel","yes",2005
5800,"Mitsubishi","vagon",230,1.6,"Petrol","yes",2005
13499,"Volkswagen","sedan",162,1.4,"Petrol","yes",2012
39615,"Volkswagen","sedan",0,2,"Diesel","yes",2016
23300,"Toyota","crossover",40,2,"Petrol","yes",2014
2100,"Audi","sedan",217,1.9,"Diesel","no",1996
3000,"BMW","sedan",350,4.7,"Other","yes",1992
2700,"Mercedes-Benz","sedan",337,2.3,"Gas","yes",1991
6700,"Volkswagen","van",16,2,"Diesel","yes",2005
43163.25,"BMW","crossover",0,2,"Diesel","yes",2016
2750,"Renault","hatch",186,4.7,"Diesel","no",2005
28350,"Toyota","crossover",92,2.2,"Diesel","yes",2013
29500,"Toyota","crossover",90,2.7,"Gas","yes",2010
8200,"Volkswagen","sedan",258,1.9,"Diesel","yes",2004
10999,"Mercedes-Benz","other",269,2.2,"Diesel","yes",2006
8299,"Renault","sedan",19,1.2,"Petrol","yes",2013
20500,"Toyota","sedan",105,2.5,"Petrol","yes",2013
14500,"Volkswagen","van",168,2,"Diesel","yes",2012
17300,"Toyota","other",135,3.5,"Gas","yes",2009
18700,"Mercedes-Benz","sedan",105,4.7,"Petrol","yes",2006
13200,"Toyota","sedan",38,1.33,"Petrol","yes",2014
2450,"Volkswagen","sedan",200,1.3,"Gas","yes",1991
40990,"Audi","hatch",24,2.8,"Other","yes",2014
20000,"Toyota","van",135,2.4,"Gas","yes",2006
4000,"Volkswagen","hatch",266,1.9,"Diesel","yes",1993
16900,"Mitsubishi","other",120,3,"Petrol","yes",2008
11450,"Mitsubishi","sedan",60,1.6,"Gas","yes",2012
24500,"Mercedes-Benz","crossover",236,4.7,"Petrol","yes",2000
12350,"Renault","sedan",64,2,"Gas","yes",2011
6900,"Mercedes-Benz","sedan",239,2.3,"Petrol","yes",1996
30500,"Toyota","crossover",40,2.7,"Petrol","yes",2011
8800,"Mitsubishi","sedan",105,2,"Gas","yes",2008
9700,"Audi","sedan",249,2.5,"Diesel","yes",2004
40990,"BMW","crossover",33,3,"Petrol","yes",2015
8900,"Mitsubishi","sedan",96,2,"Petrol","yes",2008
1950,"Audi","vagon",210,1.8,"Gas","no",1996
4400,"Audi","sedan",190,2.5,"Diesel","no",2003
12450,"Toyota","sedan",162,3.5,"Gas","yes",2007
3200,"Audi","sedan",295,2.5,"Diesel","no",2000
12600,"Audi","sedan",294,3,"Gas","yes",2004
4400,"Mercedes-Benz","sedan",225,2,"Gas","yes",1995
3900,"Mercedes-Benz","sedan",111,2.5,"Diesel","yes",1991
40990,"Mercedes-Benz","crossover",0,4.6,"Petrol","yes",2016
8499,"Volkswagen","sedan",101,1.6,"Petrol","yes",2012
8000,"Mercedes-Benz","other",230,2.2,"Diesel","yes",2001
3500,"Volkswagen","hatch",250,1.9,"Diesel","no",2000
11900,"Audi","sedan",195,2.4,"Gas","yes",2005
24800,"Toyota","sedan",43,2.5,"Gas","yes",2015
3800,"Audi","vagon",190,2.5,"Diesel","no",2002
4800,"Volkswagen","sedan",190,4.7,"Petrol","yes",1998
7500,"Volkswagen","van",230,1.9,"Diesel","yes",2006
8999,"BMW","sedan",270,2.8,"Petrol","yes",1998
5000,"Volkswagen","van",326,2.4,"Diesel","yes",1995
21000,"Mercedes-Benz","crossover",135,3.5,"Petrol","yes",2007
4200,"Renault","van",142,1.9,"Diesel","yes",2007
18000,"Mitsubishi","crossover",160,3.2,"Diesel","yes",2007
8500,"Volkswagen","van",220,2.5,"Diesel","yes",2003
3750,"Renault","hatch",232,1.8,"Petrol","yes",1997
9000,"Volkswagen","other",212,2,"Gas","yes",2007
6300,"Mitsubishi","crossover",235,3.2,"Diesel","no",2001
8400,"BMW","sedan",297,2.2,"Petrol","yes",2000
17000,"Volkswagen","van",157,2,"Diesel","yes",2010
3000,"Volkswagen","sedan",240,1.8,"Petrol","yes",1991
21300,"Mercedes-Benz","crossover",114,4.7,"Petrol","yes",2007
16500,"BMW","crossover",230,3,"Gas","yes",2004
7300,"Mercedes-Benz","other",250,2.2,"Diesel","yes",2005
2300,"Mercedes-Benz","sedan",300,3,"Diesel","yes",1999
8200,"BMW","sedan",250,4.4,"Petrol","yes",1997
35000,"Audi","sedan",61,2.8,"Petrol","yes",2012
7800,"Volkswagen","vagon",193,1.9,"Diesel","yes",2002
8200,"Volkswagen","hatch",157,1.6,"Petrol","yes",2008
39999,"Audi","crossover",45,2,"Diesel","yes",2014
11900,"Renault","other",173,2,"Diesel","yes",2012
3600,"Mercedes-Benz","sedan",276,2.7,"Diesel","no",2001
3399,"Volkswagen","sedan",201,1.8,"Petrol","yes",1991
2650,"BMW","vagon",335,2,"Petrol","no",2000
11700,"Mercedes-Benz","hatch",103,1.5,"Petrol","yes",2007
2550,"BMW","vagon",312,2.5,"Diesel","no",1999
2550,"Mercedes-Benz","vagon",367,3.2,"Diesel","no",2000
31700,"Audi","sedan",32,1.8,"Petrol","yes",2014
40990,"Mercedes-Benz","sedan",18,3,"Diesel","yes",2015
20500,"BMW","crossover",285,4.8,"Petrol","yes",2006
2600,"Mitsubishi","other",200,2.4,"Petrol","no",2002
2500,"BMW","vagon",250,2.5,"Diesel","no",2000
13200,"Mercedes-Benz","van",182,2.2,"Diesel","yes",2011
31000,"Mercedes-Benz","crossover",220,3.2,"Diesel","yes",2008
30900,"Audi","vagon",118,2,"Petrol","yes",2013
4750,"Mitsubishi","sedan",167,1.6,"Petrol","yes",2003
8950,"Toyota","hatch",118,1.6,"Petrol","yes",2008
8300,"Renault","van",177,1.5,"Diesel","yes",2007
6900,"Audi","sedan",360,2.5,"Diesel","yes",1997
40990,"BMW","crossover",71,4.4,"Petrol","yes",2011
3250,"Volkswagen","sedan",255,1.9,"Diesel","no",2003
11900,"Volkswagen","hatch",91,1.4,"Petrol","yes",2010
9600,"Mitsubishi","other",114,2,"Petrol","yes",1999
21200,"Mercedes-Benz","vagon",206,2.1,"Diesel","yes",2011
40990,"Toyota","crossover",0,4.5,"Diesel","yes",2016
11900,"Mercedes-Benz","van",277,2.2,"Diesel","yes",2007
9999,"Renault","van",185,1.5,"Diesel","yes",2008
8500,"Renault","sedan",57,1.2,"Gas","yes",2013
6500,"Volkswagen","other",385,2.4,"Diesel","yes",1997
8700,"Mitsubishi","sedan",80,1.5,"Petrol","yes",2008
8599,"Volkswagen","van",169,1.6,"Diesel","yes",2011
12700,"Volkswagen","hatch",156,1.6,"Diesel","yes",2011
7700,"Mitsubishi","sedan",135,2,"Gas","yes",2007
8700,"Mitsubishi","sedan",150,2.4,"Gas","yes",2007
9300,"Mitsubishi","sedan",95,2,"Petrol","yes",2007
3550,"Mercedes-Benz","sedan",238,2.2,"Diesel","no",2001
29800,"Audi","crossover",151,3,"Diesel","yes",2007
3900,"Renault","van",202,1.9,"Diesel","yes",2001
7000,"Volkswagen","van",345,1.9,"Diesel","yes",2006
17700,"Audi","other",70,2,"Petrol","yes",2009
9999,"Toyota","sedan",225,3,"Gas","yes",2004
25300,"Audi","hatch",180,2,"Diesel","yes",2011
22500,"Audi","vagon",175,2,"Gas","yes",2010
18600,"Volkswagen","sedan",2,1.6,"Petrol","yes",2015
6999,"Mitsubishi","sedan",160,2,"Petrol","yes",2007
16200,"Toyota","crossover",281,4.2,"Diesel","yes",1999
18000,"Toyota","crossover",320,4.2,"Diesel","yes",1999
27300,"Mercedes-Benz","sedan",144,2.14,"Diesel","yes",2011
2700,"Toyota","sedan",400,1.6,"Gas","yes",1991
12000,"BMW","crossover",218,3,"Diesel","no",2006
1800,"Volkswagen","other",280,1.9,"Diesel","no",1997
20500,"Audi","sedan",106,1.8,"Petrol","yes",2011
10493,"Volkswagen","other",1,1.4,"Petrol","yes",2014
16800,"BMW","sedan",154,3,"Petrol","yes",2006
8200,"BMW","sedan",238,3,"Diesel","no",2004
14500,"Mercedes-Benz","van",171,2.2,"Diesel","yes",2011
24500,"Volkswagen","crossover",62,2,"Diesel","yes",2012
13250,"Toyota","sedan",96,2.4,"Gas","yes",2008
6400,"Toyota","sedan",250,3,"Gas","yes",1998
29500,"Mercedes-Benz","sedan",135,4.7,"Petrol","yes",2008
40990,"Volkswagen","van",1,4.7,"Diesel","yes",2015
2600,"Audi","vagon",110,2.5,"Diesel","no",2002
4900,"Volkswagen","sedan",400,1.9,"Diesel","yes",1995
10500,"Renault","vagon",185,1.5,"Diesel","yes",2011
27200,"Volkswagen","crossover",1,2,"Diesel","yes",2015
1350,"Mercedes-Benz","sedan",360,2.5,"Diesel","no",1991
13900,"Toyota","sedan",139,2.4,"Other","yes",2008
12800,"BMW","sedan",194,4.4,"Gas","yes",2002
21200,"Toyota","crossover",135,4,"Gas","yes",2007
8700,"Mercedes-Benz","sedan",196,2,"Gas","yes",2000
8800,"Toyota","sedan",165,1.8,"Petrol","yes",2007
12900,"Toyota","sedan",129,1.8,"Petrol","yes",2009
9500,"BMW","sedan",339,3,"Diesel","yes",2001
10700,"BMW","sedan",243,3,"Diesel","yes",2002
10800,"Volkswagen","van",156,1.6,"Diesel","yes",2012
2400,"Mitsubishi","hatch",350,2,"Gas","yes",1991
13300,"Renault","other",132,1.5,"Diesel","yes",2012
34500,"BMW","crossover",85,3,"Petrol","yes",2010
40990,"BMW","other",20,3.5,"Petrol","yes",2013
7200,"Renault","van",146,1.5,"Diesel","yes",2012
23400,"Toyota","sedan",69,2.5,"Gas","yes",2014
6500,"Mercedes-Benz","sedan",215,4.7,"Petrol","no",2001
40990,"Toyota","crossover",59,3,"Diesel","yes",2014
4200,"Volkswagen","sedan",1,1.4,"Petrol","yes",2012
6200,"Mercedes-Benz","other",340,2.4,"Gas","yes",1998
40990,"BMW","crossover",2,4.4,"Petrol","yes",2016
2900,"BMW","sedan",225,2.5,"Petrol","no",1997
12700,"Mercedes-Benz","other",199,2.2,"Diesel","yes",2011
16999,"Audi","vagon",140,4.2,"Petrol","yes",2007
13972.07,"Volkswagen","sedan",0,1.6,"Petrol","yes",2016
41900,"Mercedes-Benz","sedan",95,4.7,"Petrol","yes",2011
6650,"Renault","vagon",227,1.5,"Diesel","yes",2005
9200,"Mercedes-Benz","other",280,2.4,"Petrol","yes",2003
15300,"BMW","sedan",250,2.5,"Petrol","yes",2006
1450,"Volkswagen","van",100,1.6,"Diesel","yes",1991
5900,"Volkswagen","van",278,1.9,"Diesel","yes",2005
4100,"Mercedes-Benz","sedan",400,2,"Diesel","yes",1991
